2024-07-22 00:20:40 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:20:41 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:20:41 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:20:41 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:20:41 [main] INFO  testNGBasePack.BaseClass - Closing browser
2024-07-22 00:21:55 [main] INFO  testNGBasePack.BaseClass - Creating the chrome driver
2024-07-22 00:21:55 [main] INFO  testNGBasePack.BaseClass - Opening google chrome
2024-07-22 00:21:56 [main] INFO  testNGBasePack.BaseClass - Inside method getSearchResult
2024-07-22 00:21:56 [main] INFO  testNGBasePack.BaseClass - Check if we are home page of google.com
2024-07-22 00:21:56 [main] INFO  testNGBasePack.BaseClass - Enter the text in search area amazon
2024-07-22 00:21:56 [main] INFO  testNGBasePack.BaseClass - Click on search
2024-07-22 00:21:59 [main] INFO  testNGBasePack.BaseClass - Inside the test case to fetch all broken links
2024-07-22 00:21:59 [main] INFO  testNGBasePack.BaseClass - Inside method getBrokenLinks
2024-07-22 00:21:59 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:21:59 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:00 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:00 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:00 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:01 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:01 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:01 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:02 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:02 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:02 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:22:03 [main] ERROR testNGBasePack.BaseClass - Link Amazon Prime is broken with error code: 429
2024-07-22 00:22:03 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
